Name,Id,Factory-Id,Latitude,Longitude,Visibility,Configuration
MyBeacon#1,9b65a4f251d44496b69879e29671cfca,3B1Y-QFWB3,38.9907883,-76.93629420000002,Private,BeaconConfig#1
