id,name,address,radius,latitude 1,longitude 1,beacon id 1,attribute name 1,attribute value 1,arrival RSSI,departure RSSI
ADD6CC8ABF3F445C8F801420DA798C65,Nose_MyBeacon,,,,,1DE4C1685FCF4F91BD5F7FD74B1CFE1D,,,,
BBA26251D6734BE08E3B66C4EC77AE39,Nose_AVW,,50,38.9906969,-76.93724710000004,,,,,
EF979A2756A542AFA399AAC25995CC72,Nose_MyBeacon_AVW,,50,38.9907883,-76.93629420000002,1DE4C1685FCF4F91BD5F7FD74B1CFE1D,,,,
