Beacon ID, Beacon Factory ID, Beacon Name, Battery Level, Battery Updated Date, Last Sighted Date, Hardware Type, Gimbal-Provided Latitude, Gimbal-Provided Longitude
060987e6f48d42e8b4151a6e0ab9a994,658S-CRZFP,MyBeacon,Med-High,2019-03-27 21:17:26 UTC,2019-03-27 21:24:51 UTC,Series 10,38.990416999999965,-76.93650499999998
